line,part_number,part_number_description,images,attributes
EIK,755,Bulb; Mini,"'{""eik/4005127-blb_755_r01_c01.jpg"",""eik/4005127-blb_755_r01_c02.jpg"",""eik/4005127-blb_755_r01_c03.jpg"",""eik/4005127-blb_755_r01_c04.jpg"",""eik/4005127-blb_755_r01_c05.jpg"",""eik/4005127-blb_755_r01_c06.jpg"",""eik/4005127-blb_755_r01_c07.jpg"",""eik/4005127-blb_755_r01_c08.jpg"",""eik/4005127-blb_755_r01_c09.jpg"",""eik/4005127-blb_755_r01_c10.jpg"",""eik/4005127-blb_755_r01_c11.jpg"",""eik/4005127-blb_755_r01_c12.jpg"",""eik/4005127-blb_755_r01_c13.jpg"",""eik/4005127-blb_755_r01_c14.jpg"",""eik/4005127-blb_755_r01_c15.jpg"",""eik/4005127-blb_755_r01_c16.jpg"",""eik/4005127-blb_755_r01_c17.jpg"",""eik/4005127-blb_755_r01_c18.jpg"",""eik/4005127-blb_755_r01_c19.jpg"",""eik/4005127-blb_755_r01_c20.jpg"",""eik/4005127-blb_755_r01_c21.jpg"",""eik/4005127-blb_755_r01_c22.jpg"",""eik/4005127-blb_755_r01_c23.jpg"",""eik/4005127-blb_755_r01_c24.jpg"",""eik/755_p04_fro.jpg""}'","[{""Color Temperature (Kelvin)"" : ""3125K""}, {""Light Output (Lumens)"" : ""4 Lumen""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Bulb Diameter (mm)"" : ""30mm""}, {""Color"" : ""Clear""}, {""Industry Number"" : ""755""}, {""Bulb Diameter (in)"" : ""1-3/16 Inch""}, {""Voltage (V)"" : ""6.3 Volt""}, {""Overall Length (mm)"" : ""11mm""}, {""Bulb Family"" : ""T3""}, {""Wattage (W)"" : ""0.95 Watt""}, {""Filament Type"" : ""C2R""}, {""Amperage (A)"" : ""0.15 Amp""}, {""Overall Length (in)"" : ""1-1/16 Inch""}, {""Base Type"" : ""BA9s""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Incandescent""}, {""Light Center Length (in)"" : ""3/4 Inch""}, {""Average Life (hr)"" : ""50000 hour""}]"
EIK,757,Bulb; Mini,"'{""eik/4005131-blb_757_r01_c01.jpg"",""eik/4005131-blb_757_r01_c02.jpg"",""eik/4005131-blb_757_r01_c03.jpg"",""eik/4005131-blb_757_r01_c04.jpg"",""eik/4005131-blb_757_r01_c05.jpg"",""eik/4005131-blb_757_r01_c06.jpg"",""eik/4005131-blb_757_r01_c07.jpg"",""eik/4005131-blb_757_r01_c08.jpg"",""eik/4005131-blb_757_r01_c09.jpg"",""eik/4005131-blb_757_r01_c10.jpg"",""eik/4005131-blb_757_r01_c11.jpg"",""eik/4005131-blb_757_r01_c12.jpg"",""eik/4005131-blb_757_r01_c13.jpg"",""eik/4005131-blb_757_r01_c14.jpg"",""eik/4005131-blb_757_r01_c15.jpg"",""eik/4005131-blb_757_r01_c16.jpg"",""eik/4005131-blb_757_r01_c17.jpg"",""eik/4005131-blb_757_r01_c18.jpg"",""eik/4005131-blb_757_r01_c19.jpg"",""eik/4005131-blb_757_r01_c20.jpg"",""eik/4005131-blb_757_r01_c21.jpg"",""eik/4005131-blb_757_r01_c22.jpg"",""eik/4005131-blb_757_r01_c23.jpg"",""eik/4005131-blb_757_r01_c24.jpg"",""eik/757_p04_fro.jpg""}'","[{""Light Center Length (in)"" : ""5/8 Inch""}, {""Wattage (W)"" : ""2.24 Watt""}, {""Industry Number"" : ""757""}, {""Bulb Family"" : ""T3""}, {""Overall Length (in)"" : ""7/16 Inch""}, {""Overall Length (mm)"" : ""11mm""}, {""Bulb Diameter (in)"" : ""1-3/16 Inch""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Incandescent""}, {""Light Output (Lumens)"" : ""8 Lumen""}, {""Color Temperature (Kelvin)"" : ""3125K""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Amperage (A)"" : ""0.08 Amp""}, {""Average Life (hr)"" : ""15000 Hour""}, {""Color"" : ""Clear""}, {""Voltage (V)"" : ""28 Volt""}, {""Filament Type"" : ""C2F""}, {""Base Type"" : ""BA9s""}, {""Bulb Diameter (mm)"" : ""30mm""}]"
EIK,795,Bulb; Mini,"'{""eik/4005139-blb_795_r01_c01.jpg"",""eik/4005139-blb_795_r01_c02.jpg"",""eik/4005139-blb_795_r01_c03.jpg"",""eik/4005139-blb_795_r01_c04.jpg"",""eik/4005139-blb_795_r01_c05.jpg"",""eik/4005139-blb_795_r01_c06.jpg"",""eik/4005139-blb_795_r01_c07.jpg"",""eik/4005139-blb_795_r01_c08.jpg"",""eik/4005139-blb_795_r01_c09.jpg"",""eik/4005139-blb_795_r01_c10.jpg"",""eik/4005139-blb_795_r01_c11.jpg"",""eik/4005139-blb_795_r01_c12.jpg"",""eik/4005139-blb_795_r01_c13.jpg"",""eik/4005139-blb_795_r01_c14.jpg"",""eik/4005139-blb_795_r01_c15.jpg"",""eik/4005139-blb_795_r01_c16.jpg"",""eik/4005139-blb_795_r01_c17.jpg"",""eik/4005139-blb_795_r01_c18.jpg"",""eik/4005139-blb_795_r01_c19.jpg"",""eik/4005139-blb_795_r01_c20.jpg"",""eik/4005139-blb_795_r01_c21.jpg"",""eik/4005139-blb_795_r01_c22.jpg"",""eik/4005139-blb_795_r01_c23.jpg"",""eik/4005139-blb_795_r01_c24.jpg"",""eik/795_p04_fro.jpg""}'","[{""Color"" : ""Clear""}, {""Light Output (Lumens)"" : ""1355 Lumen""}, {""Bulb Diameter (mm)"" : ""64mm""}, {""Wattage (W)"" : ""50.05 Watt""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Amperage (A)"" : ""3.91 Amp""}, {""Filament Type"" : ""C6""}, {""Bulb Family"" : ""T4SC""}, {""Bulb Diameter (in)"" : ""2-1/2 Inch""}, {""Base Type"" : ""BA15s""}, {""Overall Length (in)"" : ""1/2 Inch""}, {""Overall Length (mm)"" : ""13mm""}]"
EIK,795X,Bulb; Mini,"'{""eik/4005141-blb_795x_r01_c01.jpg"",""eik/4005141-blb_795x_r01_c02.jpg"",""eik/4005141-blb_795x_r01_c03.jpg"",""eik/4005141-blb_795x_r01_c04.jpg"",""eik/4005141-blb_795x_r01_c05.jpg"",""eik/4005141-blb_795x_r01_c06.jpg"",""eik/4005141-blb_795x_r01_c07.jpg"",""eik/4005141-blb_795x_r01_c08.jpg"",""eik/4005141-blb_795x_r01_c09.jpg"",""eik/4005141-blb_795x_r01_c10.jpg"",""eik/4005141-blb_795x_r01_c11.jpg"",""eik/4005141-blb_795x_r01_c12.jpg"",""eik/4005141-blb_795x_r01_c13.jpg"",""eik/4005141-blb_795x_r01_c14.jpg"",""eik/4005141-blb_795x_r01_c15.jpg"",""eik/4005141-blb_795x_r01_c16.jpg"",""eik/4005141-blb_795x_r01_c17.jpg"",""eik/4005141-blb_795x_r01_c18.jpg"",""eik/4005141-blb_795x_r01_c19.jpg"",""eik/4005141-blb_795x_r01_c20.jpg"",""eik/4005141-blb_795x_r01_c21.jpg"",""eik/4005141-blb_795x_r01_c22.jpg"",""eik/4005141-blb_795x_r01_c23.jpg"",""eik/4005141-blb_795x_r01_c24.jpg"",""eik/795x_1_p04_fro.jpg""}'","[{""Wattage (W)"" : ""50.05 Watt""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Filament Type"" : ""C8""}, {""Color"" : ""Clear""}, {""Overall Length (mm)"" : ""13mm""}, {""Light Output (Lumens)"" : ""1355 Lumen""}, {""Overall Length (in)"" : ""1/2 Inch""}, {""Bulb Family"" : ""T4SC""}, {""Bulb Diameter (in)"" : ""2-1/2 Inch""}, {""Base Type"" : ""BA15s""}, {""Bulb Diameter (mm)"" : ""64mm""}, {""Amperage (A)"" : ""3.91 Amp""}]"
EIK,796,Bulb; Mini,"'{""eik/4005143-blb_796_r01_c01.jpg"",""eik/4005143-blb_796_r01_c02.jpg"",""eik/4005143-blb_796_r01_c03.jpg"",""eik/4005143-blb_796_r01_c04.jpg"",""eik/4005143-blb_796_r01_c05.jpg"",""eik/4005143-blb_796_r01_c06.jpg"",""eik/4005143-blb_796_r01_c07.jpg"",""eik/4005143-blb_796_r01_c08.jpg"",""eik/4005143-blb_796_r01_c09.jpg"",""eik/4005143-blb_796_r01_c10.jpg"",""eik/4005143-blb_796_r01_c11.jpg"",""eik/4005143-blb_796_r01_c12.jpg"",""eik/4005143-blb_796_r01_c13.jpg"",""eik/4005143-blb_796_r01_c14.jpg"",""eik/4005143-blb_796_r01_c15.jpg"",""eik/4005143-blb_796_r01_c16.jpg"",""eik/4005143-blb_796_r01_c17.jpg"",""eik/4005143-blb_796_r01_c18.jpg"",""eik/4005143-blb_796_r01_c19.jpg"",""eik/4005143-blb_796_r01_c20.jpg"",""eik/4005143-blb_796_r01_c21.jpg"",""eik/4005143-blb_796_r01_c22.jpg"",""eik/4005143-blb_796_r01_c23.jpg"",""eik/4005143-blb_796_r01_c24.jpg"",""eik/796_p04_fro.jpg""}'","[{""Voltage (V)"" : ""12.8 Volt""}, {""Bulb Diameter (mm)"" : ""64mm""}, {""Bulb Family"" : ""T4SC""}, {""Wattage (W)"" : ""34.94 Watt""}, {""Bulb Diameter (in)"" : ""2-1/2 Inch""}, {""Base Type"" : ""BA15s""}, {""Filament Type"" : ""C6""}, {""Amperage (A)"" : ""2.73 Amp""}, {""Light Output (Lumens)"" : ""750 Lumen""}, {""Overall Length (mm)"" : ""13mm""}, {""Color"" : ""Clear""}, {""Overall Length (in)"" : ""1/2 Inch""}]"
EIK,797,Bulb; Mini,"'{""eik/797_p04_fro.jpg""}'","[{""Bulb Diameter (in)"" : ""1/2 Inch""}, {""Overall Length (mm)"" : ""48mm""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Average Life (hr)"" : ""200 Hour""}, {""Light Output (Lumens)"" : ""1355 Lumen""}, {""Bulb Diameter (mm)"" : ""13mm""}, {""Base Type"" : ""G7.1""}, {""Overall Length (in)"" : ""1-7/8 Inch""}, {""Color"" : ""Clear""}, {""Filament Type"" : ""C6""}, {""Amperage (A)"" : ""3.91 Amp""}, {""Wattage (W)"" : ""50 Watt""}, {""Bulb Family"" : ""T4""}]"
EIK,85,Bulb; Mini,"'{""eik/4005149-blb_85_r01_c01.jpg"",""eik/4005149-blb_85_r01_c02.jpg"",""eik/4005149-blb_85_r01_c03.jpg"",""eik/4005149-blb_85_r01_c04.jpg"",""eik/4005149-blb_85_r01_c05.jpg"",""eik/4005149-blb_85_r01_c06.jpg"",""eik/4005149-blb_85_r01_c07.jpg"",""eik/4005149-blb_85_r01_c08.jpg"",""eik/4005149-blb_85_r01_c09.jpg"",""eik/4005149-blb_85_r01_c10.jpg"",""eik/4005149-blb_85_r01_c11.jpg"",""eik/4005149-blb_85_r01_c12.jpg"",""eik/4005149-blb_85_r01_c13.jpg"",""eik/4005149-blb_85_r01_c14.jpg"",""eik/4005149-blb_85_r01_c15.jpg"",""eik/4005149-blb_85_r01_c16.jpg"",""eik/4005149-blb_85_r01_c17.jpg"",""eik/4005149-blb_85_r01_c18.jpg"",""eik/4005149-blb_85_r01_c19.jpg"",""eik/4005149-blb_85_r01_c20.jpg"",""eik/4005149-blb_85_r01_c21.jpg"",""eik/4005149-blb_85_r01_c22.jpg"",""eik/4005149-blb_85_r01_c23.jpg"",""eik/4005149-blb_85_r01_c24.jpg"",""eik/85_p04_fro.jpg""}'","[{""Base Type"" : ""W2.1X4.9d""}, {""Color Temperature (Kelvin)"" : ""3125K""}, {""Light Center Length (in)"" : ""3/8 Inch""}, {""Bulb Diameter (mm)"" : ""6mm""}, {""Light Output (Lumens)"" : ""3.77 Lumen""}, {""Wattage (W)"" : ""1.12 Watt""}, {""Amperage (A)"" : ""0.04 Amp""}, {""Voltage (V)"" : ""28 Volt""}, {""Overall Length (mm)"" : ""20mm""}, {""Color"" : ""Clear""}, {""Filament Type"" : ""C2F""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Industry Number"" : ""85""}, {""Bulb Type"" : ""Incandescent""}, {""Number Of Filaments"" : ""1""}, {""Bulb Diameter (in)"" : ""1/4 Inch""}, {""Average Life (hr)"" : ""7000 Hour""}, {""Bulb Family"" : ""T1""}, {""Overall Length (in)"" : ""13/16 Inch""}]"
EIK,86,Bulb; Mini,"'{""eik/4005151-blb_86_r01_c01.jpg"",""eik/4005151-blb_86_r01_c02.jpg"",""eik/4005151-blb_86_r01_c03.jpg"",""eik/4005151-blb_86_r01_c04.jpg"",""eik/4005151-blb_86_r01_c05.jpg"",""eik/4005151-blb_86_r01_c06.jpg"",""eik/4005151-blb_86_r01_c07.jpg"",""eik/4005151-blb_86_r01_c08.jpg"",""eik/4005151-blb_86_r01_c09.jpg"",""eik/4005151-blb_86_r01_c10.jpg"",""eik/4005151-blb_86_r01_c11.jpg"",""eik/4005151-blb_86_r01_c12.jpg"",""eik/4005151-blb_86_r01_c13.jpg"",""eik/4005151-blb_86_r01_c14.jpg"",""eik/4005151-blb_86_r01_c15.jpg"",""eik/4005151-blb_86_r01_c16.jpg"",""eik/4005151-blb_86_r01_c17.jpg"",""eik/4005151-blb_86_r01_c18.jpg"",""eik/4005151-blb_86_r01_c19.jpg"",""eik/4005151-blb_86_r01_c20.jpg"",""eik/4005151-blb_86_r01_c21.jpg"",""eik/4005151-blb_86_r01_c22.jpg"",""eik/4005151-blb_86_r01_c23.jpg"",""eik/4005151-blb_86_r01_c24.jpg"",""eik/86_p04_fro.jpg""}'","[{""Light Output (Lumens)"" : ""5.03 Lumen""}, {""Color Temperature (Kelvin)"" : ""3125K""}, {""Color"" : ""Clear""}, {""Industry Number"" : ""86""}, {""Voltage (V)"" : ""6.3 Volt""}, {""Bulb Diameter (in)"" : ""3/16 Inch""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Incandescent""}, {""Light Center Length (in)"" : ""3/8 Inch""}, {""Amperage (A)"" : ""0.2 Amp""}, {""Average Life (hr)"" : ""20000 Hour""}, {""Bulb Family"" : ""T1""}, {""Overall Length (in)"" : ""13/16 Inch""}, {""Wattage (W)"" : ""1.26 Watt""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Base Type"" : ""Sub-Miniature Wedge""}]"
EIK,90,Bulb; Mini; 10 Pack,"'{""eik/4005383-blb_90_r01_c01.jpg"",""eik/4005383-blb_90_r01_c02.jpg"",""eik/4005383-blb_90_r01_c03.jpg"",""eik/4005383-blb_90_r01_c04.jpg"",""eik/4005383-blb_90_r01_c05.jpg"",""eik/4005383-blb_90_r01_c06.jpg"",""eik/4005383-blb_90_r01_c07.jpg"",""eik/4005383-blb_90_r01_c08.jpg"",""eik/4005383-blb_90_r01_c09.jpg"",""eik/4005383-blb_90_r01_c10.jpg"",""eik/4005383-blb_90_r01_c11.jpg"",""eik/4005383-blb_90_r01_c12.jpg"",""eik/4005383-blb_90_r01_c13.jpg"",""eik/4005383-blb_90_r01_c14.jpg"",""eik/4005383-blb_90_r01_c15.jpg"",""eik/4005383-blb_90_r01_c16.jpg"",""eik/4005383-blb_90_r01_c17.jpg"",""eik/4005383-blb_90_r01_c18.jpg"",""eik/4005383-blb_90_r01_c19.jpg"",""eik/4005383-blb_90_r01_c20.jpg"",""eik/4005383-blb_90_r01_c21.jpg"",""eik/4005383-blb_90_r01_c22.jpg"",""eik/4005383-blb_90_r01_c23.jpg"",""eik/4005383-blb_90_r01_c24.jpg"",""eik/90_p04_fro.jpg""}'","[{""Street Legal"" : ""Yes""}, {""Bulb Family"" : ""G6, DC""}, {""Overall Length (in)"" : ""1-7/16 Inch""}, {""Wattage (W)"" : ""7.54 Watt""}, {""Bulb Diameter (in)"" : ""3/4 Inch""}, {""Color Temperature (Kelvin)"" : ""3125K""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Incandescent""}, {""Light Center Length (in)"" : ""3/4 Inch""}, {""Base Type"" : ""BA15d""}, {""Color"" : ""Clear""}, {""Amperage (A)"" : ""0.58 Amp""}, {""Voltage (V)"" : ""13 Volt""}, {""Light Output (Lumens)"" : ""75 Lumen""}]"
EIK,904,Bulb; Mini; 10 Pack,"'{""eik/904_p04_fro.jpg""}'","[{""Amperage (A)"" : ""0.69 Amp""}, {""Street Legal"" : ""Yes""}, {""Voltage (V)"" : ""13.5 Volt""}, {""Bulb Family"" : ""T5""}, {""Overall Length (in)"" : ""1-1/2 Inch""}, {""Bulb Diameter (in)"" : ""5/8 Inch""}, {""Color"" : ""Clear""}, {""Light Output (Lumens)"" : ""50 Lumen""}, {""Industry Number"" : ""904""}, {""Bulb Type"" : ""Halogen""}, {""Number Of Filaments"" : ""1""}, {""Wattage (W)"" : ""9.32 Watt""}, {""Color Temperature (Kelvin)"" : ""3125K""}, {""Base Type"" : ""W2.1x9.5d""}, {""Light Center Length (in)"" : ""13/16 Inch""}]"
EIK,916,Bulb; Mini; 10 Pack,"'{""eik/4005583-blb_916_r01_c01.jpg"",""eik/4005583-blb_916_r01_c02.jpg"",""eik/4005583-blb_916_r01_c03.jpg"",""eik/4005583-blb_916_r01_c04.jpg"",""eik/4005583-blb_916_r01_c05.jpg"",""eik/4005583-blb_916_r01_c06.jpg"",""eik/4005583-blb_916_r01_c07.jpg"",""eik/4005583-blb_916_r01_c08.jpg"",""eik/4005583-blb_916_r01_c09.jpg"",""eik/4005583-blb_916_r01_c10.jpg"",""eik/4005583-blb_916_r01_c11.jpg"",""eik/4005583-blb_916_r01_c12.jpg"",""eik/4005583-blb_916_r01_c13.jpg"",""eik/4005583-blb_916_r01_c14.jpg"",""eik/4005583-blb_916_r01_c15.jpg"",""eik/4005583-blb_916_r01_c16.jpg"",""eik/4005583-blb_916_r01_c17.jpg"",""eik/4005583-blb_916_r01_c18.jpg"",""eik/4005583-blb_916_r01_c19.jpg"",""eik/4005583-blb_916_r01_c20.jpg"",""eik/4005583-blb_916_r01_c21.jpg"",""eik/4005583-blb_916_r01_c22.jpg"",""eik/4005583-blb_916_r01_c23.jpg"",""eik/4005583-blb_916_r01_c24.jpg"",""eik/916_p04_fro.jpg""}'","[{""Street Legal"" : ""Yes""}, {""Bulb Type"" : ""Halogen""}, {""Wattage (W)"" : ""7.29 Watt""}, {""Color Temperature (Kelvin)"" : ""3125K""}, {""Base Type"" : ""W2.1x9.5d""}, {""Light Center Length (in)"" : ""13/16 Inch""}, {""Amperage (A)"" : ""0.54 Amp""}, {""Voltage (V)"" : ""13.5 Volt""}, {""Overall Length (in)"" : ""1-1/2 Inch""}, {""Bulb Family"" : ""T5""}, {""Color"" : ""Clear""}, {""Bulb Diameter (in)"" : ""5/8 Inch""}, {""Industry Number"" : ""916""}, {""Light Output (Lumens)"" : ""25 Lumen""}, {""Number Of Filaments"" : ""1""}]"
EIK,916NA,Bulb; 916NA; Amber; Halogen; Mini,"'{""eik/4005587-blb_916na_r01_c01.jpg"",""eik/4005587-blb_916na_r01_c02.jpg"",""eik/4005587-blb_916na_r01_c03.jpg"",""eik/4005587-blb_916na_r01_c04.jpg"",""eik/4005587-blb_916na_r01_c05.jpg"",""eik/4005587-blb_916na_r01_c06.jpg"",""eik/4005587-blb_916na_r01_c07.jpg"",""eik/4005587-blb_916na_r01_c08.jpg"",""eik/4005587-blb_916na_r01_c09.jpg"",""eik/4005587-blb_916na_r01_c10.jpg"",""eik/4005587-blb_916na_r01_c11.jpg"",""eik/4005587-blb_916na_r01_c12.jpg"",""eik/4005587-blb_916na_r01_c13.jpg"",""eik/4005587-blb_916na_r01_c14.jpg"",""eik/4005587-blb_916na_r01_c15.jpg"",""eik/4005587-blb_916na_r01_c16.jpg"",""eik/4005587-blb_916na_r01_c17.jpg"",""eik/4005587-blb_916na_r01_c18.jpg"",""eik/4005587-blb_916na_r01_c19.jpg"",""eik/4005587-blb_916na_r01_c20.jpg"",""eik/4005587-blb_916na_r01_c21.jpg"",""eik/4005587-blb_916na_r01_c22.jpg"",""eik/4005587-blb_916na_r01_c23.jpg"",""eik/4005587-blb_916na_r01_c24.jpg"",""eik/916_na_p04_fro.jpg""}'","[{""Industry Number"" : ""916NA""}, {""Light Center Length (in)"" : ""13/16 Inch""}, {""Base Type"" : ""W2.1x9.5d""}, {""Bulb Diameter (in)"" : ""5/8 Inch""}, {""Color Temperature (Kelvin)"" : ""2800K""}, {""Number Of Filaments"" : ""1""}, {""Color"" : ""Amber""}, {""Wattage (W)"" : ""7.29 Watt""}, {""Bulb Type"" : ""Halogen""}, {""Light Output (Lumens)"" : ""18.86 Lumen""}, {""Bulb Family"" : ""T5""}, {""Overall Length (in)"" : ""1-1/2 Inch""}, {""Voltage (V)"" : ""13.5 Volt""}, {""Amperage (A)"" : ""0.54 Amp""}]"
EIK,921A,Bulb; Miniature; 12.8 Volt; 1.4 Amp; T-5 Wedge Base; Painted Amber,"'{""eik/4005601-blb_921a_r01_c01.jpg"",""eik/4005601-blb_921a_r01_c02.jpg"",""eik/4005601-blb_921a_r01_c03.jpg"",""eik/4005601-blb_921a_r01_c04.jpg"",""eik/4005601-blb_921a_r01_c05.jpg"",""eik/4005601-blb_921a_r01_c06.jpg"",""eik/4005601-blb_921a_r01_c07.jpg"",""eik/4005601-blb_921a_r01_c08.jpg"",""eik/4005601-blb_921a_r01_c09.jpg"",""eik/4005601-blb_921a_r01_c10.jpg"",""eik/4005601-blb_921a_r01_c11.jpg"",""eik/4005601-blb_921a_r01_c12.jpg"",""eik/4005601-blb_921a_r01_c13.jpg"",""eik/4005601-blb_921a_r01_c14.jpg"",""eik/4005601-blb_921a_r01_c15.jpg"",""eik/4005601-blb_921a_r01_c16.jpg"",""eik/4005601-blb_921a_r01_c17.jpg"",""eik/4005601-blb_921a_r01_c18.jpg"",""eik/4005601-blb_921a_r01_c19.jpg"",""eik/4005601-blb_921a_r01_c20.jpg"",""eik/4005601-blb_921a_r01_c21.jpg"",""eik/4005601-blb_921a_r01_c22.jpg"",""eik/4005601-blb_921a_r01_c23.jpg"",""eik/4005601-blb_921a_r01_c24.jpg"",""eik/921a_p04_fro.jpg""}'","[{""Light Output (Lumens)"" : ""265 Lumen""}, {""Wattage (W)"" : ""17.92 Watt""}, {""Bulb Family"" : ""T5""}, {""Base Type"" : ""W2.1x9.5d""}, {""Amperage (A)"" : ""1.4 Amp""}, {""Voltage (V)"" : ""12.8 Volt""}, {""Color"" : ""Amber""}]"
EIK,93,Bulb; Mini; 10 Pack,"'{""eik/4005618-blb_93_r01_c01.jpg"",""eik/4005618-blb_93_r01_c02.jpg"",""eik/4005618-blb_93_r01_c03.jpg"",""eik/4005618-blb_93_r01_c04.jpg"",""eik/4005618-blb_93_r01_c05.jpg"",""eik/4005618-blb_93_r01_c06.jpg"",""eik/4005618-blb_93_r01_c07.jpg"",""eik/4005618-blb_93_r01_c08.jpg"",""eik/4005618-blb_93_r01_c09.jpg"",""eik/4005618-blb_93_r01_c10.jpg"",""eik/4005618-blb_93_r01_c11.jpg"",""eik/4005618-blb_93_r01_c12.jpg"",""eik/4005618-blb_93_r01_c13.jpg"",""eik/4005618-blb_93_r01_c14.jpg"",""eik/4005618-blb_93_r01_c15.jpg"",""eik/4005618-blb_93_r01_c16.jpg"",""eik/4005618-blb_93_r01_c17.jpg"",""eik/4005618-blb_93_r01_c18.jpg"",""eik/4005618-blb_93_r01_c19.jpg"",""eik/4005618-blb_93_r01_c20.jpg"",""eik/4005618-blb_93_r01_c21.jpg"",""eik/4005618-blb_93_r01_c22.jpg"",""eik/4005618-blb_93_r01_c23.jpg"",""eik/4005618-blb_93_r01_c24.jpg"",""eik/93_p04_fro.jpg""}'","[{""Bulb Diameter (in)"" : ""1-1/16 Inch""}, {""Overall Length (mm)"" : ""51mm""}, {""Wattage (W)"" : ""13.31 Watt""}, {""Amperage (A)"" : ""1.04 Amp""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Light Center Length (in)"" : ""1-1/8 Inch""}, {""Color Temperature (Kelvin)"" : ""3125K""}, {""Light Output (Lumens)"" : ""190 Lumen""}, {""Industry Number"" : ""93""}, {""Base Type"" : ""BA15s""}, {""Number Of Filaments"" : ""1""}, {""Bulb Type"" : ""Halogen""}, {""Street Legal"" : ""Yes""}, {""Overall Length (in)"" : ""2 Inch""}, {""Bulb Family"" : ""S8, SC""}, {""Color"" : ""Clear""}, {""Voltage (V)"" : ""12.8 Volt""}]"
EIK,98,Bulb; Mini,"'{""eik/4005634-blb_98_r01_c01.jpg"",""eik/4005634-blb_98_r01_c02.jpg"",""eik/4005634-blb_98_r01_c03.jpg"",""eik/4005634-blb_98_r01_c04.jpg"",""eik/4005634-blb_98_r01_c05.jpg"",""eik/4005634-blb_98_r01_c06.jpg"",""eik/4005634-blb_98_r01_c07.jpg"",""eik/4005634-blb_98_r01_c08.jpg"",""eik/4005634-blb_98_r01_c09.jpg"",""eik/4005634-blb_98_r01_c10.jpg"",""eik/4005634-blb_98_r01_c11.jpg"",""eik/4005634-blb_98_r01_c12.jpg"",""eik/4005634-blb_98_r01_c13.jpg"",""eik/4005634-blb_98_r01_c14.jpg"",""eik/4005634-blb_98_r01_c15.jpg"",""eik/4005634-blb_98_r01_c16.jpg"",""eik/4005634-blb_98_r01_c17.jpg"",""eik/4005634-blb_98_r01_c18.jpg"",""eik/4005634-blb_98_r01_c19.jpg"",""eik/4005634-blb_98_r01_c20.jpg"",""eik/4005634-blb_98_r01_c21.jpg"",""eik/4005634-blb_98_r01_c22.jpg"",""eik/4005634-blb_98_r01_c23.jpg"",""eik/4005634-blb_98_r01_c24.jpg"",""eik/98_p04_fro.jpg""}'","[{""Number Of Filaments"" : ""1""}, {""Wattage (W)"" : ""8.06 Watt""}, {""Amperage (A)"" : ""0.62 Amp""}, {""Bulb Diameter (in)"" : ""3/4 Inch""}, {""Bulb Type"" : ""Incandescent""}, {""Light Center Length (in)"" : ""3/4 Inch""}, {""Base Type"" : ""BA15s""}, {""Industry Number"" : ""98""}, {""Light Output (Lumens)"" : ""75 Lumen""}, {""Voltage (V)"" : ""13 Volt""}, {""Overall Length (in)"" : ""1-7/16 Inch""}, {""Color"" : ""Clear""}, {""Bulb Family"" : ""G6SC""}, {""SAE/DOT Compliant"" : ""Yes""}, {""Color Temperature (Kelvin)"" : ""3125K""}]"
